"job_id","job_title","company_name","job_location","job_schedule_type","salary_year_avg","job_posted_date","job_work_from_home","skills"
743029,"Associate Data Engineer | Velotio Technologies","Velotio","Pune, Maharashtra, India","Full-time","97444.0","2023-06-27","","python"
743029,"Associate Data Engineer | Velotio Technologies","Velotio","Pune, Maharashtra, India","Full-time","97444.0","2023-06-27","","golang"
743029,"Associate Data Engineer | Velotio Technologies","Velotio","Pune, Maharashtra, India","Full-time","97444.0","2023-06-27","","elixir"
743029,"Associate Data Engineer | Velotio Technologies","Velotio","Pune, Maharashtra, India","Full-time","97444.0","2023-06-27","","spark"
743029,"Associate Data Engineer | Velotio Technologies","Velotio","Pune, Maharashtra, India","Full-time","97444.0","2023-06-27","","react"
743029,"Associate Data Engineer | Velotio Technologies","Velotio","Pune, Maharashtra, India","Full-time","97444.0","2023-06-27","","flutter"
743029,"Associate Data Engineer | Velotio Technologies","Velotio","Pune, Maharashtra, India","Full-time","97444.0","2023-06-27","","phoenix"
743029,"Associate Data Engineer | Velotio Technologies","Velotio","Pune, Maharashtra, India","Full-time","97444.0","2023-06-27","","kubernetes"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","sql"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","python"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","nosql"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","scala"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","java"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","mongodb"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","mysql"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","sql server"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","mongodb"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","cassandra"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","azure"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","aws"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","bigquery"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","redshift"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","oracle"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","gcp"
1418227,"Senior Associate Data Engineering L2 DE-Big Data GCP","Publicis Groupe","India","Full-time","96773.0","2023-02-14","","spark"
